year;areakm;municipality;geocode_ibge;state
2023;0;Nobres;5105903;Mato Grosso
2007;913,2770916033629;Nortelândia;5106000;Mato Grosso
2008;0,6135465104418816;Nortelândia;5106000;Mato Grosso
2009;0,6642787804078232;Nortelândia;5106000;Mato Grosso
2010;1,0343932329879078;Nortelândia;5106000;Mato Grosso
2011;0,5673115419964672;Nortelândia;5106000;Mato Grosso
2012;0,2871554636122809;Nortelândia;5106000;Mato Grosso
2013;0,14757995170945337;Nortelândia;5106000;Mato Grosso
2014;0,3271052941041632;Nortelândia;5106000;Mato Grosso
2015;0,6982177891569643;Nortelândia;5106000;Mato Grosso
2016;0,1748411432715437;Nortelândia;5106000;Mato Grosso
2017;0,643566774146964;Nortelândia;5106000;Mato Grosso
2018;0,5490091881420083;Nortelândia;5106000;Mato Grosso
2019;0,7179194833331535;Nortelândia;5106000;Mato Grosso
2020;1,0885170896974214;Nortelândia;5106000;Mato Grosso
2021;2,374530683780201;Nortelândia;5106000;Mato Grosso
2022;0,37137965497787645;Nortelândia;5106000;Mato Grosso
2023;0;Nortelândia;5106000;Mato Grosso
2007;112,64518857874424;Nossa Senhora do Livramento;5106109;Mato Grosso
2008;0,11207524006172025;Nossa Senhora do Livramento;5106109;Mato Grosso
2009;0;Nossa Senhora do Livramento;5106109;Mato Grosso
2010;0,08695552330126086;Nossa Senhora do Livramento;5106109;Mato Grosso
2011;0,08541955143820783;Nossa Senhora do Livramento;5106109;Mato Grosso
2012;0,4188409247473235;Nossa Senhora do Livramento;5106109;Mato Grosso
2013;0;Nossa Senhora do Livramento;5106109;Mato Grosso
2014;0,0911377575701998;Nossa Senhora do Livramento;5106109;Mato Grosso
2015;0,4457668864561025;Nossa Senhora do Livramento;5106109;Mato Grosso
2016;0;Nossa Senhora do Livramento;5106109;Mato Grosso
2017;0;Nossa Senhora do Livramento;5106109;Mato Grosso
2018;0;Nossa Senhora do Livramento;5106109;Mato Grosso
2019;0;Nossa Senhora do Livramento;5106109;Mato Grosso
2020;0,3906827874636458;Nossa Senhora do Livramento;5106109;Mato Grosso
2021;0;Nossa Senhora do Livramento;5106109;Mato Grosso
2022;0;Nossa Senhora do Livramento;5106109;Mato Grosso
2023;0;Nossa Senhora do Livramento;5106109;Mato Grosso
2007;2841,154207889656;Nova Bandeirantes;5106158;Mato Grosso
2008;125,0938902515354;Nova Bandeirantes;5106158;Mato Grosso
2009;52,5152450868074;Nova Bandeirantes;5106158;Mato Grosso
2010;17,087883973312845;Nova Bandeirantes;5106158;Mato Grosso
2011;48,439429372973905;Nova Bandeirantes;5106158;Mato Grosso
2012;33,85886377766509;Nova Bandeirantes;5106158;Mato Grosso
2013;63,11142848990779;Nova Bandeirantes;5106158;Mato Grosso
2014;70,27188157364257;Nova Bandeirantes;5106158;Mato Grosso
2015;36,44435027732647;Nova Bandeirantes;5106158;Mato Grosso
2016;81,89819141523209;Nova Bandeirantes;5106158;Mato Grosso
2017;48,90088059809907;Nova Bandeirantes;5106158;Mato Grosso
2018;59,57322537484331;Nova Bandeirantes;5106158;Mato Grosso
2019;123,97737793609116;Nova Bandeirantes;5106158;Mato Grosso
2020;50,78517434388687;Nova Bandeirantes;5106158;Mato Grosso
2021;123,96807785727138;Nova Bandeirantes;5106158;Mato Grosso
2022;178,73132289371588;Nova Bandeirantes;5106158;Mato Grosso
2023;69,26087047380544;Nova Bandeirantes;5106158;Mato Grosso
2007;1164,0505766889821;Nova Brasilândia;5106208;Mato Grosso
2008;3,6783439659972235;Nova Brasilândia;5106208;Mato Grosso
2009;1,5866167016554136;Nova Brasilândia;5106208;Mato Grosso
2010;0;Nova Brasilândia;5106208;Mato Grosso
2011;0,18532666333098113;Nova Brasilândia;5106208;Mato Grosso
2012;0,4715008532765985;Nova Brasilândia;5106208;Mato Grosso
2013;0;Nova Brasilândia;5106208;Mato Grosso
2014;0,39379600895827793;Nova Brasilândia;5106208;Mato Grosso
2015;0,14453642795357247;Nova Brasilândia;5106208;Mato Grosso
2016;0,14817942830696218;Nova Brasilândia;5106208;Mato Grosso
2017;0,6357726873074983;Nova Brasilândia;5106208;Mato Grosso
2018;0;Nova Brasilândia;5106208;Mato Grosso
2019;0,1785869461923038;Nova Brasilândia;5106208;Mato Grosso
2020;0,08100778281271492;Nova Brasilândia;5106208;Mato Grosso
2021;0,06620619327133198;Nova Brasilândia;5106208;Mato Grosso
2022;0;Nova Brasilândia;5106208;Mato Grosso
2023;0;Nova Brasilândia;5106208;Mato Grosso
2007;2940,4387621781702;Nova Canaã do Norte;5106216;Mato Grosso
2008;20,729497329391215;Nova Canaã do Norte;5106216;Mato Grosso
2009;4,922025278030892;Nova Canaã do Norte;5106216;Mato Grosso
2010;3,41044675270367;Nova Canaã do Norte;5106216;Mato Grosso
2011;4,1114829768804375;Nova Canaã do Norte;5106216;Mato Grosso
2012;0,7113675568257003;Nova Canaã do Norte;5106216;Mato Grosso
2013;2,06317315933501;Nova Canaã do Norte;5106216;Mato Grosso
2014;12,438396566988875;Nova Canaã do Norte;5106216;Mato Grosso
2015;19,120229955471217;Nova Canaã do Norte;5106216;Mato Grosso
2016;9,73972968035823;Nova Canaã do Norte;5106216;Mato Grosso
2017;12,47011583449023;Nova Canaã do Norte;5106216;Mato Grosso
2018;15,757834048591443;Nova Canaã do Norte;5106216;Mato Grosso
2019;16,009153707523915;Nova Canaã do Norte;5106216;Mato Grosso
2020;9,195997923787854;Nova Canaã do Norte;5106216;Mato Grosso
2021;14,181791012812667;Nova Canaã do Norte;5106216;Mato Grosso
2022;4,322783104631666;Nova Canaã do Norte;5106216;Mato Grosso
2023;8,573749740169161;Nova Canaã do Norte;5106216;Mato Grosso
2007;913,3353175174886;Nova Guarita;5108808;Mato Grosso
2008;3,2535965677267615;Nova Guarita;5108808;Mato Grosso
2009;0,07614800314849972;Nova Guarita;5108808;Mato Grosso
2010;0,3519079214193137;Nova Guarita;5108808;Mato Grosso
2011;1,2777608421494226;Nova Guarita;5108808;Mato Grosso
2012;1,1700768614468962;Nova Guarita;5108808;Mato Grosso
2013;1,6469324157306364;Nova Guarita;5108808;Mato Grosso
2014;1,5765867013131225;Nova Guarita;5108808;Mato Grosso
2015;2,319096195557125;Nova Guarita;5108808;Mato Grosso
2016;1,682882908393594;Nova Guarita;5108808;Mato Grosso
2017;2,339648691522462;Nova Guarita;5108808;Mato Grosso
2018;2,399043701304613;Nova Guarita;5108808;Mato Grosso
2019;4,239500415269651;Nova Guarita;5108808;Mato Grosso
2020;1,3028115083476584;Nova Guarita;5108808;Mato Grosso
2021;1,4068030267293383;Nova Guarita;5108808;Mato Grosso
2022;1,4835636389866755;Nova Guarita;5108808;Mato Grosso
2023;1,002778689060614;Nova Guarita;5108808;Mato Grosso
2007;1736,689831397553;Nova Lacerda;5106182;Mato Grosso
2008;19,134765189138708;Nova Lacerda;5106182;Mato Grosso
2009;9,055586528336718;Nova Lacerda;5106182;Mato Grosso
2010;6,737915323940886;Nova Lacerda;5106182;Mato Grosso
2011;14,929339286485426;Nova Lacerda;5106182;Mato Grosso
2012;6,046748207865607;Nova Lacerda;5106182;Mato Grosso
2013;13,84053246313018;Nova Lacerda;5106182;Mato Grosso
2014;18,35927126137035;Nova Lacerda;5106182;Mato Grosso
2015;12,618799691740163;Nova Lacerda;5106182;Mato Grosso
2016;17,507015214762596;Nova Lacerda;5106182;Mato Grosso
2017;14,78589983158647;Nova Lacerda;5106182;Mato Grosso
2018;5,902661423920552;Nova Lacerda;5106182;Mato Grosso
2019;4,888297361399534;Nova Lacerda;5106182;Mato Grosso
2020;2,1068055669476293;Nova Lacerda;5106182;Mato Grosso
2021;2,2458635850817057;Nova Lacerda;5106182;Mato Grosso
2022;0,7507867268466837;Nova Lacerda;5106182;Mato Grosso
2023;1,835977125044409;Nova Lacerda;5106182;Mato Grosso
2007;952,2989917416934;Nova Marilândia;5108857;Mato Grosso
2008;11,38456278370962;Nova Marilândia;5108857;Mato Grosso
2009;5,090170105590962;Nova Marilândia;5108857;Mato Grosso
2010;2,87665066084282;Nova Marilândia;5108857;Mato Grosso
2011;3,9895728010976415;Nova Marilândia;5108857;Mato Grosso
2012;3,0584379003114726;Nova Marilândia;5108857;Mato Grosso
2013;2,712405533482865;Nova Marilândia;5108857;Mato Grosso
2014;1,0574033067335915;Nova Marilândia;5108857;Mato Grosso
2015;2,751259684345876;Nova Marilândia;5108857;Mato Grosso
2016;0,22671832648365298;Nova Marilândia;5108857;Mato Grosso
2017;4,1290680794668555;Nova Marilândia;5108857;Mato Grosso
2018;0,37739104238034915;Nova Marilândia;5108857;Mato Grosso
2019;1,0264176102605105;Nova Marilândia;5108857;Mato Grosso
2020;0,5581055732071897;Nova Marilândia;5108857;Mato Grosso
2021;2,328872584664922;Nova Marilândia;5108857;Mato Grosso
2022;0;Nova Marilândia;5108857;Mato Grosso
2023;0,19187935303521825;Nova Marilândia;5108857;Mato Grosso
2007;3022,966144040715;Nova Maringá;5108907;Mato Grosso
2008;17,77694025385417;Nova Maringá;5108907;Mato Grosso
2009;11,309555699577833;Nova Maringá;5108907;Mato Grosso
2010;5,567911979989622;Nova Maringá;5108907;Mato Grosso
2011;8,86014894732562;Nova Maringá;5108907;Mato Grosso
2012;5,45050803248373;Nova Maringá;5108907;Mato Grosso
2013;44,20033317190573;Nova Maringá;5108907;Mato Grosso
2014;36,00489405590286;Nova Maringá;5108907;Mato Grosso
2015;41,17727242629017;Nova Maringá;5108907;Mato Grosso
2016;23,600877150102534;Nova Maringá;5108907;Mato Grosso
2017;49,055609977803456;Nova Maringá;5108907;Mato Grosso
2018;40,71202366532451;Nova Maringá;5108907;Mato Grosso
2019;35,45889370137832;Nova Maringá;5108907;Mato Grosso
2020;18,17340978702062;Nova Maringá;5108907;Mato Grosso
2021;30,16710463749905;Nova Maringá;5108907;Mato Grosso
2022;26,255814509411803;Nova Maringá;5108907;Mato Grosso
2023;129,83882943538762;Nova Maringá;5108907;Mato Grosso
2007;2311,950123194117;Nova Monte Verde;5108956;Mato Grosso
2008;23,430974108449817;Nova Monte Verde;5108956;Mato Grosso
2009;6,552675996688204;Nova Monte Verde;5108956;Mato Grosso
2010;2,6366692847804343;Nova Monte Verde;5108956;Mato Grosso
2011;3,5755791910967054;Nova Monte Verde;5108956;Mato Grosso
2012;5,1362019652224316;Nova Monte Verde;5108956;Mato Grosso
2013;3,007795694444069;Nova Monte Verde;5108956;Mato Grosso
2014;5,255049305085979;Nova Monte Verde;5108956;Mato Grosso
2015;6,263798037596901;Nova Monte Verde;5108956;Mato Grosso
2016;18,445467156890064;Nova Monte Verde;5108956;Mato Grosso
2017;17,43309532942096;Nova Monte Verde;5108956;Mato Grosso
2018;16,811643250994887;Nova Monte Verde;5108956;Mato Grosso
2019;40,02947690340889;Nova Monte Verde;5108956;Mato Grosso
2020;18,891994945020098;Nova Monte Verde;5108956;Mato Grosso
2021;26,10802190100363;Nova Monte Verde;5108956;Mato Grosso
2022;34,26472006537598;Nova Monte Verde;5108956;Mato Grosso
2023;33,42554511826767;Nova Monte Verde;5108956;Mato Grosso
2007;2816,8942316986245;Nova Mutum;5106224;Mato Grosso
2008;10,236259132428314;Nova Mutum;5106224;Mato Grosso
2009;4,371731645590132;Nova Mutum;5106224;Mato Grosso
2010;12,325618214462173;Nova Mutum;5106224;Mato Grosso
2011;9,493088267860445;Nova Mutum;5106224;Mato Grosso
2012;11,309855532955467;Nova Mutum;5106224;Mato Grosso
2013;6,608868843533357;Nova Mutum;5106224;Mato Grosso
2014;5,596410868611606;Nova Mutum;5106224;Mato Grosso
2015;13,660978543149154;Nova Mutum;5106224;Mato Grosso
2016;3,60041081649418;Nova Mutum;5106224;Mato Grosso
2017;2,4585010765295965;Nova Mutum;5106224;Mato Grosso
2018;7,013655905876938;Nova Mutum;5106224;Mato Grosso
2019;30,413205300853516;Nova Mutum;5106224;Mato Grosso
2020;2,0415236615341805;Nova Mutum;5106224;Mato Grosso
2021;4,57882782262097;Nova Mutum;5106224;Mato Grosso
2022;8,82500367647229;Nova Mutum;5106224;Mato Grosso
2023;11,057431212331249;Nova Mutum;5106224;Mato Grosso
2007;189,20518039886218;Nova Nazaré;5106174;Mato Grosso
2008;11,042765717992538;Nova Nazaré;5106174;Mato Grosso
2009;0,15800197543919134;Nova Nazaré;5106174;Mato Grosso
2010;0,27175140188485863;Nova Nazaré;5106174;Mato Grosso
2011;0,6637169645229388;Nova Nazaré;5106174;Mato Grosso
2012;0,09598779913343489;Nova Nazaré;5106174;Mato Grosso
2013;0,19009360953873114;Nova Nazaré;5106174;Mato Grosso
2014;0,5642763103885859;Nova Nazaré;5106174;Mato Grosso
2015;0,13775728807540366;Nova Nazaré;5106174;Mato Grosso
2016;0,0724727828778927;Nova Nazaré;5106174;Mato Grosso
2017;63,44061060146174;Nova Nazaré;5106174;Mato Grosso
2018;0;Nova Nazaré;5106174;Mato Grosso
2019;0;Nova Nazaré;5106174;Mato Grosso
2020;0,0810377509774879;Nova Nazaré;5106174;Mato Grosso
2021;0,3156558929489503;Nova Nazaré;5106174;Mato Grosso
2022;0,10578837938332399;Nova Nazaré;5106174;Mato Grosso
2023;0;Nova Nazaré;5106174;Mato Grosso
2007;829,0405389608003;Nova Olímpia;5106232;Mato Grosso
2008;4,271498241458697;Nova Olímpia;5106232;Mato Grosso
2009;0,485022328328194;Nova Olímpia;5106232;Mato Grosso
2010;0,5265773867234711;Nova Olímpia;5106232;Mato Grosso
2011;0,1819497754057433;Nova Olímpia;5106232;Mato Grosso
2012;0,07885144005224735;Nova Olímpia;5106232;Mato Grosso
2013;0;Nova Olímpia;5106232;Mato Grosso
2014;0,41106522137553403;Nova Olímpia;5106232;Mato Grosso
2015;0,16453621456983392;Nova Olímpia;5106232;Mato Grosso
2016;0,8628893089855943;Nova Olímpia;5106232;Mato Grosso
2017;0,26172172325095333;Nova Olímpia;5106232;Mato Grosso
2018;0,10997353943145824;Nova Olímpia;5106232;Mato Grosso
2019;0,802770148126158;Nova Olímpia;5106232;Mato Grosso
2020;1,5984933345491397;Nova Olímpia;5106232;Mato Grosso
2021;1,6764930377764697;Nova Olímpia;5106232;Mato Grosso
2022;0,3199179354620608;Nova Olímpia;5106232;Mato Grosso
2023;0,48361384976955424;Nova Olímpia;5106232;Mato Grosso
2007;1301,84600846707;Nova Santa Helena;5106190;Mato Grosso
2008;16,888152919030855;Nova Santa Helena;5106190;Mato Grosso
2009;3,727467760211262;Nova Santa Helena;5106190;Mato Grosso
2010;1,1198213702794266;Nova Santa Helena;5106190;Mato Grosso
2011;3,9520360511220414;Nova Santa Helena;5106190;Mato Grosso
2012;3,1994723723891743;Nova Santa Helena;5106190;Mato Grosso
2013;5,208515386467688;Nova Santa Helena;5106190;Mato Grosso
2014;4,158491449244343;Nova Santa Helena;5106190;Mato Grosso
2015;1,8527314548827714;Nova Santa Helena;5106190;Mato Grosso
2016;2,1851890091626927;Nova Santa Helena;5106190;Mato Grosso
2017;3,4768581593618415;Nova Santa Helena;5106190;Mato Grosso
2018;2,6743759339871933;Nova Santa Helena;5106190;Mato Grosso
2019;5,506151836042641;Nova Santa Helena;5106190;Mato Grosso
2020;10,461146090905862;Nova Santa Helena;5106190;Mato Grosso
2021;8,829338446791159;Nova Santa Helena;5106190;Mato Grosso
2022;11,153613929044106;Nova Santa Helena;5106190;Mato Grosso
2023;28,15225372753552;Nova Santa Helena;5106190;Mato Grosso
2007;4018,035807572825;Nova Ubiratã;5106240;Mato Grosso
2008;140,1846565546425;Nova Ubiratã;5106240;Mato Grosso
2009;30,843742581351627;Nova Ubiratã;5106240;Mato Grosso
2010;22,92429773537938;Nova Ubiratã;5106240;Mato Grosso
2011;94,13678620965601;Nova Ubiratã;5106240;Mato Grosso
2012;19,856609339750538;Nova Ubiratã;5106240;Mato Grosso
2013;9,685067178878436;Nova Ubiratã;5106240;Mato Grosso
2014;15,551141995477845;Nova Ubiratã;5106240;Mato Grosso
2015;28,1089289467027;Nova Ubiratã;5106240;Mato Grosso
2016;23,50717820545543;Nova Ubiratã;5106240;Mato Grosso
2017;43,73474207614502;Nova Ubiratã;5106240;Mato Grosso
2018;23,425339010586345;Nova Ubiratã;5106240;Mato Grosso
2019;19,10027999289584;Nova Ubiratã;5106240;Mato Grosso
2020;31,97908927362601;Nova Ubiratã;5106240;Mato Grosso
2021;59,23492925921108;Nova Ubiratã;5106240;Mato Grosso
2022;55,839947522007726;Nova Ubiratã;5106240;Mato Grosso
2023;115,96255741118512;Nova Ubiratã;5106240;Mato Grosso
2007;785,9931754070674;Nova Xavantina;5106257;Mato Grosso
2008;0,14397930505476636;Nova Xavantina;5106257;Mato Grosso
2009;0;Nova Xavantina;5106257;Mato Grosso
2010;4,741641516265404;Nova Xavantina;5106257;Mato Grosso
2011;0;Nova Xavantina;5106257;Mato Grosso
2012;0;Nova Xavantina;5106257;Mato Grosso
2013;0,07063692529967006;Nova Xavantina;5106257;Mato Grosso
2014;0;Nova Xavantina;5106257;Mato Grosso
2015;0;Nova Xavantina;5106257;Mato Grosso
2016;0,0634371179868932;Nova Xavantina;5106257;Mato Grosso
2017;0,3739846173920815;Nova Xavantina;5106257;Mato Grosso
2018;0;Nova Xavantina;5106257;Mato Grosso
2019;0,24745101400033775;Nova Xavantina;5106257;Mato Grosso
2020;0;Nova Xavantina;5106257;Mato Grosso
2021;0;Nova Xavantina;5106257;Mato Grosso
2022;0;Nova Xavantina;5106257;Mato Grosso
2023;0;Nova Xavantina;5106257;Mato Grosso
2007;691,051029706501;Novo Horizonte do Norte;5106273;Mato Grosso
2008;2,556827355438341;Novo Horizonte do Norte;5106273;Mato Grosso
2009;0,23105169143450996;Novo Horizonte do Norte;5106273;Mato Grosso
2010;0,07400474883195755;Novo Horizonte do Norte;5106273;Mato Grosso
2011;0,39365243059954214;Novo Horizonte do Norte;5106273;Mato Grosso
2012;0,07914444413481313;Novo Horizonte do Norte;5106273;Mato Grosso
2013;0,06726470478320808;Novo Horizonte do Norte;5106273;Mato Grosso
2014;1,1775488910013208;Novo Horizonte do Norte;5106273;Mato Grosso
2015;0,422569852287005;Novo Horizonte do Norte;5106273;Mato Grosso
2016;0,9613325407774351;Novo Horizonte do Norte;5106273;Mato Grosso
2017;0,3140933629157171;Novo Horizonte do Norte;5106273;Mato Grosso
2018;0;Novo Horizonte do Norte;5106273;Mato Grosso
2019;0,5177878806783519;Novo Horizonte do Norte;5106273;Mato Grosso
2020;0,4775407691060589;Novo Horizonte do Norte;5106273;Mato Grosso
2021;0,4595387529004524;Novo Horizonte do Norte;5106273;Mato Grosso
2022;0;Novo Horizonte do Norte;5106273;Mato Grosso
2023;0,3804780907618848;Novo Horizonte do Norte;5106273;Mato Grosso
2007;2409,5955971750036;Novo Mundo;5106265;Mato Grosso
2008;42,025101607210935;Novo Mundo;5106265;Mato Grosso
2009;12,262928100935275;Novo Mundo;5106265;Mato Grosso
2010;13,370288543205715;Novo Mundo;5106265;Mato Grosso
2011;15,192453805922023;Novo Mundo;5106265;Mato Grosso
2012;4,1826817405258865;Novo Mundo;5106265;Mato Grosso
2013;14,059114498944941;Novo Mundo;5106265;Mato Grosso
2014;15,22432143608358;Novo Mundo;5106265;Mato Grosso
2015;22,408764523334654;Novo Mundo;5106265;Mato Grosso
2016;20,123623514016703;Novo Mundo;5106265;Mato Grosso
2017;19,609651978137432;Novo Mundo;5106265;Mato Grosso
2018;13,694037974286445;Novo Mundo;5106265;Mato Grosso
2019;21,838074590422345;Novo Mundo;5106265;Mato Grosso
2020;19,56254936482023;Novo Mundo;5106265;Mato Grosso
2021;17,890032293415896;Novo Mundo;5106265;Mato Grosso
2022;14,466197952887038;Novo Mundo;5106265;Mato Grosso
2023;11,7817745663677;Novo Mundo;5106265;Mato Grosso
2007;182,06460393217793;Novo Santo Antônio;5106315;Mato Grosso
2008;8,887913553073705;Novo Santo Antônio;5106315;Mato Grosso
2009;5,204480366728454;Novo Santo Antônio;5106315;Mato Grosso
2010;2,3694862221386135;Novo Santo Antônio;5106315;Mato Grosso
2011;12,139025557312898;Novo Santo Antônio;5106315;Mato Grosso
2012;2,6125263367011593;Novo Santo Antônio;5106315;Mato Grosso
2013;4,775952350998501;Novo Santo Antônio;5106315;Mato Grosso
2014;3,899829089893878;Novo Santo Antônio;5106315;Mato Grosso
2015;6,5025701234820845;Novo Santo Antônio;5106315;Mato Grosso
2016;4,69700691102169;Novo Santo Antônio;5106315;Mato Grosso
2017;5,253745715829542;Novo Santo Antônio;5106315;Mato Grosso
2018;3,4559436875369096;Novo Santo Antônio;5106315;Mato Grosso
2019;2,335381775278676;Novo Santo Antônio;5106315;Mato Grosso
2020;0,44030578238074175;Novo Santo Antônio;5106315;Mato Grosso
2021;9,707040149599509;Novo Santo Antônio;5106315;Mato Grosso
2022;2,4099638052607424;Novo Santo Antônio;5106315;Mato Grosso
2023;3,1313712935744418;Novo Santo Antônio;5106315;Mato Grosso
2007;1,184721732367584;Novo São Joaquim;5106281;Mato Grosso
2008;0;Novo São Joaquim;5106281;Mato Grosso
2009;0;Novo São Joaquim;5106281;Mato Grosso
2010;0;Novo São Joaquim;5106281;Mato Grosso
2011;0;Novo São Joaquim;5106281;Mato Grosso
2012;0;Novo São Joaquim;5106281;Mato Grosso
2013;0;Novo São Joaquim;5106281;Mato Grosso
2014;0;Novo São Joaquim;5106281;Mato Grosso
2015;0;Novo São Joaquim;5106281;Mato Grosso
2016;0;Novo São Joaquim;5106281;Mato Grosso
2017;0;Novo São Joaquim;5106281;Mato Grosso
2018;0;Novo São Joaquim;5106281;Mato Grosso
2019;0;Novo São Joaquim;5106281;Mato Grosso
2020;0;Novo São Joaquim;5106281;Mato Grosso
2021;0;Novo São Joaquim;5106281;Mato Grosso
2022;0;Novo São Joaquim;5106281;Mato Grosso
2023;0;Novo São Joaquim;5106281;Mato Grosso
2007;2448,4414727590024;Paranatinga;5106307;Mato Grosso
2008;91,53255923127752;Paranatinga;5106307;Mato Grosso
2009;4,002808142105566;Paranatinga;5106307;Mato Grosso
2010;19,925733302406307;Paranatinga;5106307;Mato Grosso
2011;4,199260880598962;Paranatinga;5106307;Mato Grosso
2012;10,304960218818188;Paranatinga;5106307;Mato Grosso
2013;19,94037742723388;Paranatinga;5106307;Mato Grosso
2014;4,407378931727384;Paranatinga;5106307;Mato Grosso
2015;19,63112381974837;Paranatinga;5106307;Mato Grosso
2016;12,84011272512667;Paranatinga;5106307;Mato Grosso
2017;8,543624467192188;Paranatinga;5106307;Mato Grosso
2018;30,788388199894968;Paranatinga;5106307;Mato Grosso
2019;16,668673559986185;Paranatinga;5106307;Mato Grosso
2020;65,85714179252743;Paranatinga;5106307;Mato Grosso
2021;28,57518978486285;Paranatinga;5106307;Mato Grosso
2022;89,42580343921269;Paranatinga;5106307;Mato Grosso
2023;36,78743059423368;Paranatinga;5106307;Mato Grosso
2007;2169,2768503938023;Paranaíta;5106299;Mato Grosso
2008;41,243609198317856;Paranaíta;5106299;Mato Grosso
2009;7,746680479070059;Paranaíta;5106299;Mato Grosso
2010;9,750190671202516;Paranaíta;5106299;Mato Grosso
2011;16,102748320379735;Paranaíta;5106299;Mato Grosso
2012;6,1450995292548365;Paranaíta;5106299;Mato Grosso
2013;12,988520424929693;Paranaíta;5106299;Mato Grosso
2014;39,48213922763092;Paranaíta;5106299;Mato Grosso
2015;23,43962043327867;Paranaíta;5106299;Mato Grosso
2016;50,52346908092675;Paranaíta;5106299;Mato Grosso
2017;41,009300314368275;Paranaíta;5106299;Mato Grosso
2018;41,65030161101875;Paranaíta;5106299;Mato Grosso
2019;54,96090540723824;Paranaíta;5106299;Mato Grosso
2020;23,081548622657323;Paranaíta;5106299;Mato Grosso
2021;20,12496300416903;Paranaíta;5106299;Mato Grosso
2022;30,918667303585366;Paranaíta;5106299;Mato Grosso
2023;49,78816904137637;Paranaíta;5106299;Mato Grosso
2007;19,974237726594843;Pedra Preta;5106372;Mato Grosso
2008;0;Pedra Preta;5106372;Mato Grosso
2009;0,15197231341089568;Pedra Preta;5106372;Mato Grosso
2010;0,11564612204040009;Pedra Preta;5106372;Mato Grosso
2011;0;Pedra Preta;5106372;Mato Grosso
2012;0;Pedra Preta;5106372;Mato Grosso
2013;0;Pedra Preta;5106372;Mato Grosso
2014;0;Pedra Preta;5106372;Mato Grosso
2015;0;Pedra Preta;5106372;Mato Grosso
2016;0;Pedra Preta;5106372;Mato Grosso
2017;0;Pedra Preta;5106372;Mato Grosso
2018;0;Pedra Preta;5106372;Mato Grosso
2019;0;Pedra Preta;5106372;Mato Grosso
2020;0;Pedra Preta;5106372;Mato Grosso
2021;0;Pedra Preta;5106372;Mato Grosso
2022;0;Pedra Preta;5106372;Mato Grosso
2023;0;Pedra Preta;5106372;Mato Grosso
2007;3220,151799045047;Peixoto de Azevedo;5106422;Mato Grosso
2008;69,1853723502341;Peixoto de Azevedo;5106422;Mato Grosso
2009;24,446657140280845;Peixoto de Azevedo;5106422;Mato Grosso
2010;22,378123198872327;Peixoto de Azevedo;5106422;Mato Grosso
2011;56,78301710542327;Peixoto de Azevedo;5106422;Mato Grosso
2012;38,91416635702333;Peixoto de Azevedo;5106422;Mato Grosso
2013;51,63994326675565;Peixoto de Azevedo;5106422;Mato Grosso
2014;23,467812427864423;Peixoto de Azevedo;5106422;Mato Grosso
2015;37,46880859454995;Peixoto de Azevedo;5106422;Mato Grosso
2016;36,16161604006857;Peixoto de Azevedo;5106422;Mato Grosso
2017;39,70445834768897;Peixoto de Azevedo;5106422;Mato Grosso
2018;23,514082367160803;Peixoto de Azevedo;5106422;Mato Grosso
2019;55,34105649423071;Peixoto de Azevedo;5106422;Mato Grosso
2020;64,77218142536307;Peixoto de Azevedo;5106422;Mato Grosso
2021;88,41071994563829;Peixoto de Azevedo;5106422;Mato Grosso
2022;54,949876839142604;Peixoto de Azevedo;5106422;Mato Grosso
2023;80,47578681688678;Peixoto de Azevedo;5106422;Mato Grosso
2007;549,9469801721317;Planalto da Serra;5106455;Mato Grosso
2008;1,1696032537312664;Planalto da Serra;5106455;Mato Grosso
2009;0;Planalto da Serra;5106455;Mato Grosso
2010;0;Planalto da Serra;5106455;Mato Grosso
2011;0,18638725543297388;Planalto da Serra;5106455;Mato Grosso
2012;0;Planalto da Serra;5106455;Mato Grosso
2013;0;Planalto da Serra;5106455;Mato Grosso
2014;0,09742358098120203;Planalto da Serra;5106455;Mato Grosso
2015;0,3148964038666666;Planalto da Serra;5106455;Mato Grosso
2016;0;Planalto da Serra;5106455;Mato Grosso
2017;0;Planalto da Serra;5106455;Mato Grosso
2018;0;Planalto da Serra;5106455;Mato Grosso
2019;0;Planalto da Serra;5106455;Mato Grosso
2020;0;Planalto da Serra;5106455;Mato Grosso
2021;0;Planalto da Serra;5106455;Mato Grosso
2022;0;Planalto da Serra;5106455;Mato Grosso
2023;0;Planalto da Serra;5106455;Mato Grosso
2007;77,54076088173643;Poconé;5106505;Mato Grosso
2008;0;Poconé;5106505;Mato Grosso
2009;0,6726225463526072;Poconé;5106505;Mato Grosso
2010;0,23259971472394086;Poconé;5106505;Mato Grosso
2011;0;Poconé;5106505;Mato Grosso
2012;0,411318018123158;Poconé;5106505;Mato Grosso
2013;0,376285423257404;Poconé;5106505;Mato Grosso
2014;0,7184009559545976;Poconé;5106505;Mato Grosso
2015;0;Poconé;5106505;Mato Grosso
2016;0;Poconé;5106505;Mato Grosso
2017;0,38017962524071447;Poconé;5106505;Mato Grosso
2018;0,35310508480093233;Poconé;5106505;Mato Grosso
2019;0;Poconé;5106505;Mato Grosso
2020;0,17688166441427222;Poconé;5106505;Mato Grosso
2021;0;Poconé;5106505;Mato Grosso
2022;0;Poconé;5106505;Mato Grosso
2023;0;Poconé;5106505;Mato Grosso
